SPEARMAN CORRELATION COEFFICIENT RESULT FOR SpearmanResult\jdf5g4_Spearman_rA1B2_10Sec.csv
Subject A1, Subject B2, Spearman Result,
jdf5g4,CSV\ajb9b3.csv,0.677512
jdf5g4,CSV\ajdqnf.csv,0.739172
jdf5g4,CSV\amsh7c.csv,0.601777
jdf5g4,CSV\bay6g7.csv,0.695407
jdf5g4,CSV\cjdk88.csv,-1.00056
jdf5g4,CSV\ctkbn4.csv,0.701859
jdf5g4,CSV\dlokv6.csv,0.469338
jdf5g4,CSV\dsdxd8.csv,0.701706
jdf5g4,CSV\dtqb7d.csv,0.728619
jdf5g4,CSV\elnfhc.csv,0.737294
jdf5g4,CSV\habc8.csv,-1.00056
jdf5g4,CSV\hemmb2.csv,0.625499
jdf5g4,CSV\hmnhx4.csv,0.708175
jdf5g4,CSV\hnldm2.csv,0.710421
jdf5g4,CSV\jac345.csv,0.660326
jdf5g4,CSV\jahq76.csv,-1.00056
jdf5g4,CSV\jdf5g4.csv,0.604336
jdf5g4,CSV\jfk535.csv,0.698521
jdf5g4,CSV\jhgn9c.csv,0.494578
jdf5g4,CSV\jkn7fc.csv,0.610872
jdf5g4,CSV\jlgwxc.csv,0.734093
jdf5g4,CSV\jlkm94.csv,0.64064
jdf5g4,CSV\jmd5h8.csv,0.659889
jdf5g4,CSV\jrrgxf.csv,0.698477
jdf5g4,CSV\kab5zb.csv,0.591642
jdf5g4,CSV\kah89f.csv,0.512857
jdf5g4,CSV\kdcncc.csv,0.714428
jdf5g4,CSV\kedgm9.csv,0.685863
jdf5g4,CSV\krh5f5.csv,0.530801
jdf5g4,CSV\lms8m4.csv,0.463256
jdf5g4,CSV\lpnb79.csv,0.37231
jdf5g4,CSV\mjpg95.csv,0.610955
jdf5g4,CSV\mmg9n6.csv,0.472545
jdf5g4,CSV\mtf7w2.csv,-1.00056
jdf5g4,CSV\mwwcn6.csv,0.733893
jdf5g4,CSV\ngtp8b.csv,-1.00056
jdf5g4,CSV\nhm2p3.csv,0.692964
jdf5g4,CSV\njd5zf.csv,0.664925
jdf5g4,CSV\nm8c7.csv,0.738896
jdf5g4,CSV\oro26b.csv,0.716199
jdf5g4,CSV\pecxc9.csv,0.606695
jdf5g4,CSV\pt7td.csv,0.73506
jdf5g4,CSV\rrg3md.csv,0.593017
jdf5g4,CSV\sanfz9.csv,0.725479
jdf5g4,CSV\sbpc42.csv,0.534704
jdf5g4,CSV\smdvw5.csv,0.37907
jdf5g4,CSV\tah5z2.csv,0.64329
jdf5g4,CSV\tcdzb7.csv,0.654895
jdf5g4,CSV\tjdpzd.csv,0.618261
jdf5g4,CSV\tlgdq9.csv,0.743609
jdf5g4,CSV\vvmmvd.csv,0.739602
jdf5g4,CSV\wahbf.csv,0.556848
jdf5g4,CSV\wgocnc.csv,0.586855
jdf5g4,CSV\zws2p8.csv,0.359154
