SPEARMAN CORRELATION COEFFICIENT RESULT FOR Ra1a2
Subject A1, Subject A2, Spearman Result,
CSV\ajb9b3.csv,CSV\ajb9b3.csv,0.448802
CSV\ajdqnf.csv,CSV\ajdqnf.csv,0.945046
CSV\amsh7c.csv,CSV\amsh7c.csv,0.187706
CSV\bay6g7.csv,CSV\bay6g7.csv,0.450146
CSV\cjdk88.csv,CSV\cjdk88.csv,-0.997265
CSV\ctkbn4.csv,CSV\ctkbn4.csv,-1.01536
CSV\dlokv6.csv,CSV\dlokv6.csv,0.497127
CSV\dsdxd8.csv,CSV\dsdxd8.csv,0.58201
CSV\dtqb7d.csv,CSV\dtqb7d.csv,-1.01536
CSV\elnfhc.csv,CSV\elnfhc.csv,0.530788
CSV\habc8.csv,CSV\habc8.csv,1
CSV\hemmb2.csv,CSV\hemmb2.csv,0.286939
CSV\hmnhx4.csv,CSV\hmnhx4.csv,0.560901
CSV\hnldm2.csv,CSV\hnldm2.csv,0.756335
CSV\jac345.csv,CSV\jac345.csv,0.502893
CSV\jahq76.csv,CSV\jahq76.csv,1
CSV\jdf5g4.csv,CSV\jdf5g4.csv,0.218726
CSV\jfk535.csv,CSV\jfk535.csv,0.60409
CSV\jhgn9c.csv,CSV\jhgn9c.csv,0.35154
CSV\jkn7fc.csv,CSV\jkn7fc.csv,0.349464
CSV\jlgwxc.csv,CSV\jlgwxc.csv,0.891574
CSV\jlkm94.csv,CSV\jlkm94.csv,0.407366
CSV\jmd5h8.csv,CSV\jmd5h8.csv,0.158218
CSV\jrrgxf.csv,CSV\jrrgxf.csv,0.463701
CSV\kab5zb.csv,CSV\kab5zb.csv,0.237661
CSV\kah89f.csv,CSV\kah89f.csv,0.473124
CSV\kdcncc.csv,CSV\kdcncc.csv,0.0465052
CSV\kedgm9.csv,CSV\kedgm9.csv,0.590931
CSV\krh5f5.csv,CSV\krh5f5.csv,0.253975
CSV\lms8m4.csv,CSV\lms8m4.csv,0.390571
CSV\lpnb79.csv,CSV\lpnb79.csv,-0.0278165
CSV\mjpg95.csv,CSV\mjpg95.csv,0.323447
CSV\mmg9n6.csv,CSV\mmg9n6.csv,0.174824
CSV\mtf7w2.csv,CSV\mtf7w2.csv,1
CSV\mwwcn6.csv,CSV\mwwcn6.csv,0.78474
CSV\ngtp8b.csv,CSV\ngtp8b.csv,-1.01536
CSV\nhm2p3.csv,CSV\nhm2p3.csv,0.650206
CSV\njd5zf.csv,CSV\njd5zf.csv,0.629426
CSV\nm8c7.csv,CSV\nm8c7.csv,0.905312
CSV\oro26b.csv,CSV\oro26b.csv,0.722429
CSV\pecxc9.csv,CSV\pecxc9.csv,0.544845
CSV\pt7td.csv,CSV\pt7td.csv,0.913099
CSV\rrg3md.csv,CSV\rrg3md.csv,0.249732
CSV\sanfz9.csv,CSV\sanfz9.csv,-1.01536
CSV\sbpc42.csv,CSV\sbpc42.csv,0.0604729
CSV\smdvw5.csv,CSV\smdvw5.csv,0.321247
CSV\tah5z2.csv,CSV\tah5z2.csv,0.474635
CSV\tcdzb7.csv,CSV\tcdzb7.csv,0.332147
CSV\tjdpzd.csv,CSV\tjdpzd.csv,0.210756
CSV\tlgdq9.csv,CSV\tlgdq9.csv,-1.01536
CSV\vvmmvd.csv,CSV\vvmmvd.csv,-1.01536
CSV\wahbf.csv,CSV\wahbf.csv,0.00101016
CSV\wgocnc.csv,CSV\wgocnc.csv,0.698616
CSV\zws2p8.csv,CSV\zws2p8.csv,0.487934
