SPEARMAN CORRELATION COEFFICIENT RESULT FOR SpearmanResult\dtqb7d_Spearman_rA1B2_10Sec.csv
Subject A1, Subject B2, Spearman Result,
dtqb7d,CSV\ajb9b3.csv,-1.00056
dtqb7d,CSV\ajdqnf.csv,-1.00056
dtqb7d,CSV\amsh7c.csv,-1.00056
dtqb7d,CSV\bay6g7.csv,-1.00056
dtqb7d,CSV\cjdk88.csv,1
dtqb7d,CSV\ctkbn4.csv,-1.00056
dtqb7d,CSV\dlokv6.csv,-1.00056
dtqb7d,CSV\dsdxd8.csv,-1.00056
dtqb7d,CSV\dtqb7d.csv,-1.00056
dtqb7d,CSV\elnfhc.csv,-1.00056
dtqb7d,CSV\habc8.csv,1
dtqb7d,CSV\hemmb2.csv,-1.00056
dtqb7d,CSV\hmnhx4.csv,-1.00056
dtqb7d,CSV\hnldm2.csv,-1.00056
dtqb7d,CSV\jac345.csv,-1.00056
dtqb7d,CSV\jahq76.csv,1
dtqb7d,CSV\jdf5g4.csv,-1.00056
dtqb7d,CSV\jfk535.csv,-1.00056
dtqb7d,CSV\jhgn9c.csv,-1.00056
dtqb7d,CSV\jkn7fc.csv,-1.00056
dtqb7d,CSV\jlgwxc.csv,-1.00056
dtqb7d,CSV\jlkm94.csv,-1.00056
dtqb7d,CSV\jmd5h8.csv,-1.00056
dtqb7d,CSV\jrrgxf.csv,-1.00056
dtqb7d,CSV\kab5zb.csv,-0.99987
dtqb7d,CSV\kah89f.csv,-1.00056
dtqb7d,CSV\kdcncc.csv,-0.999815
dtqb7d,CSV\kedgm9.csv,-1.00056
dtqb7d,CSV\krh5f5.csv,-1.00056
dtqb7d,CSV\lms8m4.csv,-1.00056
dtqb7d,CSV\lpnb79.csv,-1.00056
dtqb7d,CSV\mjpg95.csv,-1.00056
dtqb7d,CSV\mmg9n6.csv,-1.00056
dtqb7d,CSV\mtf7w2.csv,1
dtqb7d,CSV\mwwcn6.csv,-1.00056
dtqb7d,CSV\ngtp8b.csv,1
dtqb7d,CSV\nhm2p3.csv,-1.00056
dtqb7d,CSV\njd5zf.csv,-1.00056
dtqb7d,CSV\nm8c7.csv,-1.00056
dtqb7d,CSV\oro26b.csv,-1.00056
dtqb7d,CSV\pecxc9.csv,-1.00056
dtqb7d,CSV\pt7td.csv,-1.00056
dtqb7d,CSV\rrg3md.csv,-1.00056
dtqb7d,CSV\sanfz9.csv,-1.00056
dtqb7d,CSV\sbpc42.csv,-1.00056
dtqb7d,CSV\smdvw5.csv,-1.00056
dtqb7d,CSV\tah5z2.csv,-1.00056
dtqb7d,CSV\tcdzb7.csv,-1.00056
dtqb7d,CSV\tjdpzd.csv,-1.00056
dtqb7d,CSV\tlgdq9.csv,-1.00056
dtqb7d,CSV\vvmmvd.csv,-1.00056
dtqb7d,CSV\wahbf.csv,-1.00056
dtqb7d,CSV\wgocnc.csv,-1.00056
dtqb7d,CSV\zws2p8.csv,-1.00056
