SPEARMAN CORRELATION COEFFICIENT RESULT FOR SpearmanResult\amsh7c_Spearman_rA1B2_10Sec.csv
Subject A1, Subject B2, Spearman Result,
amsh7c,CSV\ajb9b3.csv,0.551556
amsh7c,CSV\ajdqnf.csv,0.598289
amsh7c,CSV\amsh7c.csv,0.496833
amsh7c,CSV\bay6g7.csv,0.557268
amsh7c,CSV\cjdk88.csv,-1.00056
amsh7c,CSV\ctkbn4.csv,0.567353
amsh7c,CSV\dlokv6.csv,0.434107
amsh7c,CSV\dsdxd8.csv,0.521294
amsh7c,CSV\dtqb7d.csv,0.586875
amsh7c,CSV\elnfhc.csv,0.595715
amsh7c,CSV\habc8.csv,-1.00056
amsh7c,CSV\hemmb2.csv,0.488683
amsh7c,CSV\hmnhx4.csv,0.563107
amsh7c,CSV\hnldm2.csv,0.573223
amsh7c,CSV\jac345.csv,0.527822
amsh7c,CSV\jahq76.csv,-1.00056
amsh7c,CSV\jdf5g4.csv,0.489596
amsh7c,CSV\jfk535.csv,0.589298
amsh7c,CSV\jhgn9c.csv,0.471221
amsh7c,CSV\jkn7fc.csv,0.501959
amsh7c,CSV\jlgwxc.csv,0.594405
amsh7c,CSV\jlkm94.csv,0.548814
amsh7c,CSV\jmd5h8.csv,0.508517
amsh7c,CSV\jrrgxf.csv,0.555604
amsh7c,CSV\kab5zb.csv,0.531275
amsh7c,CSV\kah89f.csv,0.468659
amsh7c,CSV\kdcncc.csv,0.5801
amsh7c,CSV\kedgm9.csv,0.555469
amsh7c,CSV\krh5f5.csv,0.425436
amsh7c,CSV\lms8m4.csv,0.368987
amsh7c,CSV\lpnb79.csv,0.33036
amsh7c,CSV\mjpg95.csv,0.493961
amsh7c,CSV\mmg9n6.csv,0.379905
amsh7c,CSV\mtf7w2.csv,-1.00056
amsh7c,CSV\mwwcn6.csv,0.594241
amsh7c,CSV\ngtp8b.csv,-1.00056
amsh7c,CSV\nhm2p3.csv,0.58105
amsh7c,CSV\njd5zf.csv,0.572329
amsh7c,CSV\nm8c7.csv,0.597686
amsh7c,CSV\oro26b.csv,0.576104
amsh7c,CSV\pecxc9.csv,0.528922
amsh7c,CSV\pt7td.csv,0.593237
amsh7c,CSV\rrg3md.csv,0.508736
amsh7c,CSV\sanfz9.csv,0.528891
amsh7c,CSV\sbpc42.csv,0.441443
amsh7c,CSV\smdvw5.csv,0.382184
amsh7c,CSV\tah5z2.csv,0.544855
amsh7c,CSV\tcdzb7.csv,0.544487
amsh7c,CSV\tjdpzd.csv,0.502317
amsh7c,CSV\tlgdq9.csv,0.555877
amsh7c,CSV\vvmmvd.csv,0.598423
amsh7c,CSV\wahbf.csv,0.469025
amsh7c,CSV\wgocnc.csv,0.543357
amsh7c,CSV\zws2p8.csv,0.35524
